RNA names,Protein names,Labels
AC010649.1,P35637,1
CACTIN-AS1,P35637,1
AC007292.3,P35637,1
AC011498.1,P35637,1
MIR7-3HG,P35637,1
AC005523.2,P35637,1
RAB11B-AS1,P35637,1
AC092316.1,P35637,1
AC007787.2,P35637,1
AC003956.1,P35637,1
AC004257.1,P35637,1
AC005785.2,P35637,1
LINC00905,P35637,1
LINC00661,P35637,1
AC005387.2,P35637,1
AC005253.2,P35637,1
AC002306.1,P35637,1
LINC00663,P35637,1
LINC00664,P35637,1
LINC00662,P35637,1
AC005616.1,P35637,1
AC079466.1,P35637,1
AC011524.1,P35637,1
AC011524.2,P35637,1
LINC00906,P35637,1
AC008992.1,P35637,1
LINC00904,P35637,1
HPN-AS1,P35637,1
AC020907.2,P35637,1
AC002511.1,P35637,1
AF038458.3,P35637,1
LINC00665,P35637,1
ZNF571-AS1,P35637,1
AC067969.2,P35637,1
LIPE-AS1,P35637,1
L34079.3,P35637,1
DACT3-AS1,P35637,1
NAPA-AS1,P35637,1
NUCB1-AS1,P35637,1
PTOV1-AS1,P35637,1
LENG8-AS1,P35637,1
ZNF582-AS1,P35637,1
ZNF667-AS1,P35637,1
AC005498.3,P35637,1
AC006115.3,P35637,1
MIMT1,P35637,1
AC003005.2,P35637,1
AC010642.2,P35637,1
A1BG-AS1,P35637,1
AC079779.4,P35637,1
AC105393.1,P35637,1
AC092159.2,P35637,1
AC116609.1,P35637,1
AC116609.2,P35637,1
AC113607.1,P35637,1
AC144450.1,P35637,1
AC141930.2,P35637,1
AC093390.1,P35637,1
AC018685.1,P35637,1
AC011995.1,P35637,1
AC019118.2,P35637,1
TRAPPC12-AS1,P35637,1
AC012445.1,P35637,1
AC010729.1,P35637,1
LINC00487,P35637,1
RNF144A-AS1,P35637,1
AC013460.1,P35637,1
LINC00299,P35637,1
U91324.1,P35637,1
AC010969.1,P35637,1
RN7SL832P,P35637,1
AC096559.1,P35637,1
LINC00276,P35637,1
AC016730.1,P35637,1
AC068286.1,P35637,1
AC008278.2,P35637,1
MYCNOS,P35637,1
AC130710.1,P35637,1
AC106053.1,P35637,1
LINC00954,P35637,1
AC098828.2,P35637,1
AC012065.4,P35637,1
HS1BP3-IT1,P35637,1
AC011752.1,P35637,1
AC018742.1,P35637,1
AC096570.2,P35637,1
AC096570.1,P35637,1
AC012506.4,P35637,1
AC009228.1,P35637,1
DNAJC27-AS1,P35637,1
AC104699.1,P35637,1
AC013472.3,P35637,1
AC093690.1,P35637,1
AC104695.3,P35637,1
AC106870.1,P35637,1
AC009305.1,P35637,1
BIRC6-AS1,P35637,1
LINC00486,P35637,1
AC073218.2,P35637,1
AC012593.1,P35637,1
AC019064.1,P35637,1
AC006369.2,P35637,1
LINC00211,P35637,1
RMDN2-AS1,P35637,1
CYP1B1-AS1,P35637,1
SOS1-IT1,P35637,1
SLC8A1-AS1,P35637,1
AC007317.1,P35637,1
AC083949.1,P35637,1
AC016735.1,P35637,1
AC016722.2,P35637,1
AC093732.1,P35637,1
AC009234.1,P35637,1
AC010967.2,P35637,1
AC008280.3,P35637,1
AC092839.1,P35637,1
AC104781.1,P35637,1
AC007743.1,P35637,1
AC007092.1,P35637,1
AC009970.1,P35637,1
AC016747.3,P35637,1
AC093159.1,P35637,1
AC007098.1,P35637,1
AC012370.2,P35637,1
AC007389.1,P35637,1
AC007389.3,P35637,1
MEIS1-AS3,P35637,1
MEIS1-AS2,P35637,1
AC023115.1,P35637,1
AC017083.2,P35637,1
PCBP1-AS1,P35637,1
TGFA-IT1,P35637,1
ALMS1-IT1,P35637,1
DGUOK-AS1,P35637,1
BOLA3-AS1,P35637,1
DCTN1-AS1,P35637,1
LBX2-AS1,P35637,1
AC005034.3,P35637,1
AC079117.1,P35637,1
AC012494.1,P35637,1
AC010975.1,P35637,1
AC016716.2,P35637,1
AC062029.1,P35637,1
AC103563.7,P35637,1
LINC00342,P35637,1
AC159540.1,P35637,1
AC159540.2,P35637,1
AC109826.1,P35637,1
AC092168.2,P35637,1
AC013402.2,P35637,1
AC068057.1,P35637,1
AC068057.2,P35637,1
AC018730.1,P35637,1
AC010884.1,P35637,1
ST6GAL2-IT1,P35637,1
AC096669.1,P35637,1
GACAT1,P35637,1
SH3RF3-AS1,P35637,1
AC013268.5,P35637,1
AC108463.2,P35637,1
AC068491.2,P35637,1
AC068491.3,P35637,1
AC017002.1,P35637,1
AC017074.2,P35637,1
AC010982.1,P35637,1
AC009312.1,P35637,1
AC009303.3,P35637,1
STEAP3-AS1,P35637,1
AC079154.1,P35637,1
AC010976.2,P35637,1
AC140481.1,P35637,1
AC073869.7,P35637,1
AJ239322.1,P35637,1
AC010890.1,P35637,1
NCKAP5-IT1,P35637,1
AC011243.1,P35637,1
AC114763.1,P35637,1
AC092620.2,P35637,1
AC092620.3,P35637,1
AC062021.1,P35637,1
AC016710.1,P35637,1
AC078882.1,P35637,1
AC096558.1,P35637,1
AC092652.1,P35637,1
AC079584.2,P35637,1
AC016910.1,P35637,1
ZEB2-AS1,P35637,1
TEX41,P35637,1
AC023128.1,P35637,1
AC092484.1,P35637,1
AC079163.1,P35637,1
AC007364.1,P35637,1
AC019186.1,P35637,1
UPP2-IT1,P35637,1
CCDC148-AS1,P35637,1
AC005042.2,P35637,1
AC008277.1,P35637,1
AC009506.1,P35637,1
AC009313.1,P35637,1
AC008063.2,P35637,1
AC009495.2,P35637,1
AC009495.3,P35637,1
CERS6-AS1,P35637,1
AC012594.1,P35637,1
AC104088.1,P35637,1
AC078883.3,P35637,1
RAPGEF4-AS1,P35637,1
AC010894.3,P35637,1
AC010894.5,P35637,1
AC017048.2,P35637,1
AC017048.3,P35637,1
AC073636.1,P35637,1
AC074286.1,P35637,1
AC009948.5,P35637,1
TTN-AS1,P35637,1
AC093911.1,P35637,1
AC009478.1,P35637,1
AC068196.1,P35637,1
AC093639.1,P35637,1
AC007966.1,P35637,1
AC007319.1,P35637,1
OSGEPL1-AS1,P35637,1
AC006460.2,P35637,1
AC098617.1,P35637,1
AC010983.1,P35637,1
AC064834.1,P35637,1
ANKRD44-IT1,P35637,1
AC019330.1,P35637,1
SATB2-AS1,P35637,1
CFLAR-AS1,P35637,1
AC064836.3,P35637,1
AC007362.1,P35637,1
AC007383.3,P35637,1
AC010731.2,P35637,1
AC008269.2,P35637,1
KLF7-IT1,P35637,1
AC007879.1,P35637,1
AC007879.2,P35637,1
AC083900.1,P35637,1
AC019185.2,P35637,1
AC006994.2,P35637,1
AC079610.1,P35637,1
AC108066.1,P35637,1
VWC2L-IT1,P35637,1
AC012462.2,P35637,1
AC012668.2,P35637,1
LINC00607,P35637,1
AC093382.1,P35637,1
AC069155.1,P35637,1
AC098820.2,P35637,1
AC098820.3,P35637,1
AC007557.4,P35637,1
AC007557.2,P35637,1
AC007557.3,P35637,1
AC007563.1,P35637,1
DIRC3,P35637,1
AC093843.1,P35637,1
AC068489.1,P35637,1
AC010980.2,P35637,1
FBXO36-IT1,P35637,1
LINC00471,P35637,1
AC073254.1,P35637,1
AC010148.1,P35637,1
AGAP1-IT1,P35637,1
AC105760.2,P35637,1
AC107079.1,P35637,1
AC104809.2,P35637,1
BOK-AS1,P35637,1
AC114730.2,P35637,1
AC131097.3,P35637,1
SDCBP2-AS1,P35637,1
UBOX5-AS1,P35637,1
LINC00658,P35637,1
LINC00654,P35637,1
PLCB1-IT1,P35637,1
SNAP25-AS1,P35637,1
MACROD2-IT1,P35637,1
MACROD2-AS1,P35637,1
LINC00652,P35637,1
C20orf78,P35637,1
LINC00237,P35637,1
NKX2-2-AS1,P35637,1
FAM182B,P35637,1
FAM182A,P35637,1
HM13-AS1,P35637,1
ITCH-IT1,P35637,1
SNHG17,P35637,1
SNHG11,P35637,1
ZFAS1,P35637,1
OGFR-AS1,P35637,1
HAR1B,P35637,1
HAR1A,P35637,1
SAMSN1-AS1,P35637,1
AP001172.2,P35637,1
AP000962.2,P35637,1
AP000432.2,P35637,1
C21orf91-OT1,P35637,1
CHODL-AS1,P35637,1
LINC00320,P35637,1
LINC00308,P35637,1
LINC00158,P35637,1
AP000221.1,P35637,1
MIR155HG,P35637,1
LINC00515,P35637,1
LINC00113,P35637,1
LINC00314,P35637,1
LINC00161,P35637,1
LINC00189,P35637,1
BACH1-IT1,P35637,1
BACH1-AS1,P35637,1
BACH1-IT2,P35637,1
BACH1-IT3,P35637,1
GRIK1-AS1,P35637,1
AF096876.1,P35637,1
AP000253.1,P35637,1
LINC00159,P35637,1
AP000265.1,P35637,1
MIS18A-AS1,P35637,1
LINC00846,P35637,1
PAXBP1-AS1,P35637,1
AP000281.2,P35637,1
LINC00945,P35637,1
LINC00649,P35637,1
LINC00310,P35637,1
CBR3-AS1,P35637,1
HLCS-IT1,P35637,1
AP001429.1,P35637,1
TTC3-AS1,P35637,1
DSCR9,P35637,1
BRWD1-IT1,P35637,1
BRWD1-AS1,P35637,1
DSCAM-AS1,P35637,1
DSCAM-IT1,P35637,1
LINC00323,P35637,1
AP001619.2,P35637,1
ZNF295-AS1,P35637,1
AP001627.1,P35637,1
ERVH48-1,P35637,1
LINC00313,P35637,1
LINC00319,P35637,1
AP001065.2,P35637,1
LINC00334,P35637,1
LINC00315,P35637,1
AL592528.1,P35637,1
MCM3AP-AS1,P35637,1
DIP2A-IT1,P35637,1
CECR3,P35637,1
THAP7-AS1,P35637,1
ADORA2A-AS1,P35637,1
MIAT,P35637,1
TTC28-AS1,P35637,1
ZNRF3-IT1,P35637,1
ZNRF3-AS1,P35637,1
RFPL1S,P35637,1
MORC2-AS1,P35637,1
TUG1,P35637,1
RNF185-AS1,P35637,1
C22orf24,P35637,1
LARGE-IT1,P35637,1
LARGE-AS1,P35637,1
AL021707.1,P35637,1
Z83851.1,P35637,1
EFCAB6-AS1,P35637,1
LINC00229,P35637,1
LINC00899,P35637,1
LINC00898,P35637,1
C22orf34,P35637,1
CHL1-AS2,P35637,1
CHL1-AS1,P35637,1
AC090044.1,P35637,1
CNTN4-AS2,P35637,1
CNTN4-AS1,P35637,1
EGOT,P35637,1
BHLHE40-AS1,P35637,1
AC026202.3,P35637,1
AC026167.1,P35637,1
GRM7-AS3,P35637,1
GRM7-AS2,P35637,1
GRM7-AS1,P35637,1
LMCD1-AS1,P35637,1
AC018832.1,P35637,1
AC023481.1,P35637,1
SRGAP3-AS1,P35637,1
SRGAP3-AS2,P35637,1
SRGAP3-AS3,P35637,1
SRGAP3-AS4,P35637,1
PRRT3-AS1,P35637,1
GHRLOS,P35637,1
LINC00852,P35637,1
ATP2B2-IT1,P35637,1
ATP2B2-IT2,P35637,1
SLC6A1-AS1,P35637,1
LINC00620,P35637,1
FGD5-AS1,P35637,1
SH3BP5-AS1,P35637,1
EAF1-AS1,P35637,1
PLCL2-AS1,P35637,1
AC144521.1,P35637,1
ZNF385D-AS1,P35637,1
ZNF385D-AS2,P35637,1
THRB-AS1,P35637,1
LINC00692,P35637,1
RBMS3-AS3,P35637,1
RBMS3-AS2,P35637,1
RBMS3-AS1,P35637,1
OSBPL10-AS1,P35637,1
CNOT10-AS1,P35637,1
AC018359.1,P35637,1
ARPP21-AS1,P35637,1
AC097359.2,P35637,1
C3orf35,P35637,1
ACVR2B-AS1,P35637,1
ENTPD3-AS1,P35637,1
VIPR1-AS1,P35637,1
HHATL-AS1,P35637,1
CCDC13-AS1,P35637,1
SNRK-AS1,P35637,1
ZNF197-AS1,P35637,1
LARS2-AS1,P35637,1
KIF9-AS1,P35637,1
PRKAR2A-AS1,P35637,1
RHOA-IT1,P35637,1
BSN-AS1,P35637,1
U73169.1,P35637,1
ZMYND10-AS1,P35637,1
CYB561D2,P35637,1
IQCF5-AS1,P35637,1
GLYCTK-AS1,P35637,1
ESRG,P35637,1
CACNA2D3-AS1,P35637,1
ARHGEF3-AS1,P35637,1
FLNB-AS1,P35637,1
PTPRG-AS1,P35637,1
LINC00698,P35637,1
SYNPR-AS1,P35637,1
THOC7-AS1,P35637,1
PSMD6-AS2,P35637,1
PRICKLE2-AS2,P35637,1
PRICKLE2-AS3,P35637,1
ADAMTS9-AS1,P35637,1
ADAMTS9-AS2,P35637,1
MAGI1-AS1,P35637,1
FOXP1-AS1,P35637,1
FOXP1-IT1,P35637,1
LINC00877,P35637,1
LINC00870,P35637,1
PDZRN3-AS1,P35637,1
LINC00960,P35637,1
LINC00971,P35637,1
CADM2-AS2,P35637,1
CADM2-AS1,P35637,1
ST3GAL6-AS1,P35637,1
LINC00973,P35637,1
LINC00882,P35637,1
LINC00636,P35637,1
PLCXD2-AS1,P35637,1
SIDT1-AS1,P35637,1
ZBTB20-AS1,P35637,1
ZBTB20-AS2,P35637,1
ZBTB20-AS3,P35637,1
ZBTB20-AS4,P35637,1
LSAMP-AS1,P35637,1
LINC00903,P35637,1
TUSC7,P35637,1
LINC00901,P35637,1
IGSF11-AS1,P35637,1
B4GALT4-AS1,P35637,1
ARHGAP31-AS1,P35637,1
MYLK-AS1,P35637,1
MYLK-AS2,P35637,1
ITGB5-AS1,P35637,1
ALDH1L1-AS1,P35637,1
ALDH1L1-AS2,P35637,1
RUVBL1-AS1,P35637,1
DNAJB8-AS1,P35637,1
H1FX-AS1,P35637,1
AC083799.1,P35637,1
NPHP3-AS1,P35637,1
IL20RB-AS1,P35637,1
RASA2-IT1,P35637,1
ATP1B3-AS1,P35637,1
PLS1-AS1,P35637,1
SLC9A9-AS1,P35637,1
HLTF-AS1,P35637,1
WWTR1-AS1,P35637,1
SIAH2-AS1,P35637,1
CLRN1-AS1,P35637,1
ARHGEF26-AS1,P35637,1
MME-AS1,P35637,1
PLCH1-AS1,P35637,1
PLCH1-AS2,P35637,1
KCNAB1-AS2,P35637,1
KCNAB1-AS1,P35637,1
TIPARP-AS1,P35637,1
LINC00886,P35637,1
LINC00880,P35637,1
LINC00881,P35637,1
IQCJ-SCHIP1-AS1,P35637,1
TERC,P35637,1
SEC62-AS1,P35637,1
TMEM212-AS1,P35637,1
TMEM212-IT1,P35637,1
NLGN1-AS1,P35637,1
NAALADL2-AS3,P35637,1
NAALADL2-AS2,P35637,1
NAALADL2-AS1,P35637,1
TBL1XR1-AS1,P35637,1
LINC00501,P35637,1
LINC00578,P35637,1
AC090425.1,P35637,1
PEX5L-AS1,P35637,1
PEX5L-AS2,P35637,1
CCDC39-AS1,P35637,1
SOX2-OT,P35637,1
MCCC1-AS1,P35637,1
KLHL6-AS1,P35637,1
YEATS2-AS1,P35637,1
ABCC5-AS1,P35637,1
HTR3E-AS1,P35637,1
EHHADH-AS1,P35637,1
ETV5-AS1,P35637,1
LPP-AS1,P35637,1
TPRG1-AS1,P35637,1
OSTN-AS1,P35637,1
FGF12-AS1,P35637,1
FGF12-AS2,P35637,1
FGF12-AS3,P35637,1
ATP13A5-AS1,P35637,1
ATP13A4-AS1,P35637,1
OPA1-AS1,P35637,1
LINC00887,P35637,1
LINC00884,P35637,1
AC108676.1,P35637,1
TMEM44-AS1,P35637,1
XXYLT1-AS1,P35637,1
XXYLT1-AS2,P35637,1
ACAP2-IT1,P35637,1
TM4SF19-AS1,P35637,1
UBXN7-AS1,P35637,1
NCBP2-AS1,P35637,1
DLG1-AS1,P35637,1
AC024560.3,P35637,1
AC055764.1,P35637,1
LMLN-AS1,P35637,1
AC139887.4,P35637,1
AC092535.3,P35637,1
AC078852.1,P35637,1
AC078852.2,P35637,1
AC016773.1,P35637,1
NOP14-AS1,P35637,1
STX18-IT1,P35637,1
STX18-AS1,P35637,1
AC006296.1,P35637,1
LINC00504,P35637,1
TAPT1-AS1,P35637,1
SLIT2-IT1,P35637,1
AC007106.1,P35637,1
UCHL1-AS1,P35637,1
OCIAD1-AS1,P35637,1
USP46-AS1,P35637,1
DANCR,P35637,1
LNX1-AS1,P35637,1
LNX1-AS2,P35637,1
SRD5A3-AS1,P35637,1
AC107072.2,P35637,1
LINC00989,P35637,1
PCAT4,P35637,1
LINC00575,P35637,1
WDFY3-AS1,P35637,1
WDFY3-AS2,P35637,1
FAM13A-AS1,P35637,1
AC004054.1,P35637,1
STPG2-AS1,P35637,1
AC004053.1,P35637,1
AC004063.1,P35637,1
TET2-AS1,P35637,1
LEF1-AS1,P35637,1
RPL34-AS1,P35637,1
SEC24B-AS1,P35637,1
SNHG8,P35637,1
LINC00616,P35637,1
SLC7A11-AS1,P35637,1
LINC00498,P35637,1
LINC00499,P35637,1
LINC00500,P35637,1
HHIP-AS1,P35637,1
AC005150.1,P35637,1
HAND2-AS1,P35637,1
LINC00290,P35637,1
AC108142.1,P35637,1
WWC2-AS1,P35637,1
CTD-2297D10.2,P35637,1
AC034229.1,P35637,1
ANKRD33B-AS1,P35637,1
NADK2-AS1,P35637,1
GDNF-AS1,P35637,1
LIFR-AS1,P35637,1
OXCT1-AS1,P35637,1
AC025171.1,P35637,1
AC008937.2,P35637,1
AC008937.3,P35637,1
AC016644.1,P35637,1
PART1,P35637,1
C5orf64,P35637,1
MAST4-AS1,P35637,1
ZBED3-AS1,P35637,1
CTD-2201I18.1,P35637,1
ATG10-AS1,P35637,1
VCAN-AS1,P35637,1
TMEM161B-AS1,P35637,1
LINC00461,P35637,1
AC113167.1,P35637,1
AC093510.1,P35637,1
LUCAT1,P35637,1
NR2F1-AS1,P35637,1
AC008592.4,P35637,1
AC008592.5,P35637,1
RGMB-AS1,P35637,1
AC010468.2,P35637,1
STARD4-AS1,P35637,1
NREP-AS1,P35637,1
EPB41L4A-AS1,P35637,1
TRIM36-IT1,P35637,1
AC106786.1,P35637,1
ADAMTS19-AS1,P35637,1
AC034228.3,P35637,1
AC034228.2,P35637,1
AC063976.1,P35637,1
P4HA2-AS1,P35637,1
C5orf56,P35637,1
AC005355.1,P35637,1
SMAD5-AS1,P35637,1
TRPC7-AS1,P35637,1
TRPC7-AS2,P35637,1
AC005618.1,P35637,1
AC005592.1,P35637,1
ARHGAP26-AS1,P35637,1
ARHGAP26-IT1,P35637,1
PPP2R2B-IT1,P35637,1
SAP30L-AS1,P35637,1
AC106801.1,P35637,1
AC008703.1,P35637,1
AC008691.1,P35637,1
CTB-178M22.2,P35637,1
CTD-2270F17.1,P35637,1
ZNF346-IT1,P35637,1
PRR7-AS1,P35637,1
LINC00847,P35637,1
CTC-338M12.4,P35637,1
AC138035.2,P35637,1
LY86-AS1,P35637,1
ELOVL2-AS1,P35637,1
GFOD1-AS1,P35637,1
JARID2-AS1,P35637,1
E2F3-IT1,P35637,1
U91328.2,P35637,1
HCG11,P35637,1
LINC00240,P35637,1
LINC00533,P35637,1
HLA-F-AS1,P35637,1
HCG9,P35637,1
HCG17,P35637,1
HCG18,P35637,1
MDC1-AS1,P35637,1
HCG20,P35637,1
LINC00243,P35637,1
PSORS1C3,P35637,1
HCG27,P35637,1
HCP5,P35637,1
C6orf47-AS1,P35637,1
SAPCD1-AS1,P35637,1
EHMT2-AS1,P35637,1
HCG23,P35637,1
HCG24,P35637,1
HCG25,P35637,1
BTBD9-AS1,P35637,1
TDRG1,P35637,1
LINC00951,P35637,1
TRAM2-AS1,P35637,1
MLIP-IT1,P35637,1
MLIP-AS1,P35637,1
KCNQ5-IT1,P35637,1
KCNQ5-AS1,P35637,1
SNHG5,P35637,1
UFL1-AS1,P35637,1
BVES-AS1,P35637,1
OSTM1-AS1,P35637,1
LINC00222,P35637,1
TRAF3IP2-AS1,P35637,1
NCOA7-AS1,P35637,1
LINC00326,P35637,1
MYB-AS1,P35637,1
LINC00271,P35637,1
STXBP5-AS1,P35637,1
SYNE1-AS1,P35637,1
SYNJ2-IT1,P35637,1
C6orf99,P35637,1
FNDC1-IT1,P35637,1
AIRN,P35637,1
CAHM,P35637,1
RPS6KA2-IT1,P35637,1
RPS6KA2-AS1,P35637,1
LINC00242,P35637,1
LINC00574,P35637,1
AC093627.7,P35637,1
AC147651.1,P35637,1
AC147651.3,P35637,1
AC093734.1,P35637,1
PSMG3-AS1,P35637,1
AC073316.1,P35637,1
AC092171.4,P35637,1
RNF216-IT1,P35637,1
AC007128.1,P35637,1
AC006150.1,P35637,1
AC006041.1,P35637,1
AC019117.1,P35637,1
AC007091.1,P35637,1
AC099342.1,P35637,1
AC002480.2,P35637,1
AC004947.2,P35637,1
HOTAIRM1,P35637,1
JAZF1-AS1,P35637,1
NPSR1-AS1,P35637,1
AC007349.4,P35637,1
ELMO1-AS1,P35637,1
POU6F2-AS2,P35637,1
POU6F2-AS1,P35637,1
LINC00265,P35637,1
AC004988.1,P35637,1
INHBA-AS1,P35637,1
HECW1-IT1,P35637,1
POLR2J4,P35637,1
LINC00957,P35637,1
SNHG15,P35637,1
AC004870.3,P35637,1
LINC00525,P35637,1
EGFR-AS1,P35637,1
LINC00174,P35637,1
GS1-124K5.4,P35637,1
MAGI2-AS1,P35637,1
MAGI2-AS2,P35637,1
MAGI2-AS3,P35637,1
AC003988.1,P35637,1
AC079799.2,P35637,1
AC003984.1,P35637,1
LINC00972,P35637,1
AC005009.1,P35637,1
AC005009.2,P35637,1
TP53TG1,P35637,1
AC002127.2,P35637,1
STEAP2-AS1,P35637,1
AC002454.1,P35637,1
AC006378.2,P35637,1
AC004012.1,P35637,1
DLX6-AS1,P35637,1
PCOLCE-AS1,P35637,1
LHFPL3-AS1,P35637,1
SLC26A4-AS1,P35637,1
AC073071.1,P35637,1
AC073130.3,P35637,1
AC073130.1,P35637,1
ST7-AS1,P35637,1
ST7-OT4,P35637,1
ST7-AS2,P35637,1
AC000099.1,P35637,1
AC000124.1,P35637,1
AC016831.5,P35637,1
AC016831.6,P35637,1
AC058791.1,P35637,1
AC011625.1,P35637,1
AC024084.1,P35637,1
AC009264.1,P35637,1
NDUFB2-AS1,P35637,1
WEE2-AS1,P35637,1
EPHA1-AS1,P35637,1
AC006004.1,P35637,1
ATP6V0E2-AS1,P35637,1
WDR86-AS1,P35637,1
PRKAG2-AS1,P35637,1
AC009403.2,P35637,1
AC073133.2,P35637,1
AC073133.1,P35637,1
AC006372.4,P35637,1
AC078942.1,P35637,1
LINC00689,P35637,1
AF067845.1,P35637,1
FAM66E,P35637,1
FAM85B,P35637,1
LINC00599,P35637,1
AF131215.6,P35637,1
AF131215.3,P35637,1
AF131215.4,P35637,1
LINC00529,P35637,1
AF131216.5,P35637,1
FAM66D,P35637,1
LINC00681,P35637,1
LZTS1-AS1,P35637,1
AC105206.1,P35637,1
EXTL3-AS1,P35637,1
HMBOX1-IT1,P35637,1
LINC00589,P35637,1
NRG1-IT1,P35637,1
NRG1-IT3,P35637,1
AC026904.1,P35637,1
LINC00968,P35637,1
AC022182.1,P35637,1
SNHG6,P35637,1
STAU2-AS1,P35637,1
ZFHX4-AS1,P35637,1
LINC00534,P35637,1
LINC00535,P35637,1
LINC00536,P35637,1
RAD21-AS1,P35637,1
AC023590.1,P35637,1
HAS2-AS1,P35637,1
FER1L6-AS1,P35637,1
FER1L6-AS2,P35637,1
LINC00964,P35637,1
LINC00861,P35637,1
PCAT1,P35637,1
PVT1,P35637,1
CCDC26,P35637,1
AF230666.2,P35637,1
ZFAT-AS1,P35637,1
AC083843.1,P35637,1
AC083843.2,P35637,1
LINC00051,P35637,1
C8orf31,P35637,1
RHPN1-AS1,P35637,1
AF186192.1,P35637,1
ZNF252P-AS1,P35637,1
GLIS3-AS1,P35637,1
LINC00583,P35637,1
MIR31HG,P35637,1
CDKN2B-AS1,P35637,1
CNTFR-AS1,P35637,1
RMRP,P35637,1
FAM201A,P35637,1
MAMDC2-AS1,P35637,1
SMC5-AS1,P35637,1
PCA3,P35637,1
VPS13A-AS1,P35637,1
DAPK1-IT1,P35637,1
PCAT7,P35637,1
LINC00476,P35637,1
LINC00092,P35637,1
LINC00587,P35637,1
C9orf147,P35637,1
PAPPA-AS2,P35637,1
TTLL11-IT1,P35637,1
MIR600HG,P35637,1
MIR181A2HG,P35637,1
LINC00963,P35637,1
AL590369.1,P35637,1
AL358781.1,P35637,1
COL5A1-AS1,P35637,1
PPP1R26-AS1,P35637,1
SNHG7,P35637,1
ARSD-AS1,P35637,1
PRKX-AS1,P35637,1
WWC3-AS1,P35637,1
FRMPD4-AS1,P35637,1
GS1-600G8.3,P35637,1
GS1-594A7.3,P35637,1
NHS-AS1,P35637,1
PHKA2-AS1,P35637,1
PHEX-AS1,P35637,1
ZFX-AS1,P35637,1
PCYT1B-AS1,P35637,1
GK-IT1,P35637,1
GK-AS1,P35637,1
TAB3-AS1,P35637,1
TAB3-AS2,P35637,1
DMD-AS3,P35637,1
MID1IP1-AS1,P35637,1
CASK-AS1,P35637,1
NDP-AS1,P35637,1
ZNF674-AS1,P35637,1
ZNF630-AS1,P35637,1
SYP-AS1,P35637,1
KDM5C-IT1,P35637,1
SPIN4-AS1,P35637,1
ARHGEF9-IT1,P35637,1
IGBP1-AS2,P35637,1
IGBP1-AS1,P35637,1
DLG3-AS1,P35637,1
PHKA1-AS1,P35637,1
XIST,P35637,1
JPX,P35637,1
PABPC5-AS1,P35637,1
DIAPH2-AS1,P35637,1
TRMT2B-AS1,P35637,1
ARMCX3-AS1,P35637,1
LINC00630,P35637,1
TCEAL3-AS1,P35637,1
MORF4L2-AS1,P35637,1
AMMECR1-IT1,P35637,1
SLC25A5-AS1,P35637,1
XIAP-AS1,P35637,1
HS6ST2-AS1,P35637,1
MIR503HG,P35637,1
LINC00629,P35637,1
LINC00892,P35637,1
FGF13-AS1,P35637,1
LINC00632,P35637,1
SPANXA2-OT1,P35637,1
FMR1-AS1,P35637,1
MAGEA8-AS1,P35637,1
LINC00894,P35637,1
HCFC1-AS1,P35637,1
TMLHE-AS1,P35637,1
ZFY-AS1,P35637,1
LINC00278,P35637,1
LINC00279,P35637,1
TTTY11,P35637,1
TTTY15,P35637,1
NLGN4Y-AS1,P35637,1
TTTY14,P35637,1
TTTY10,P35637,1
